complaint_id,customer_id,channel,business_line,complaint_datetime,complaint_text,true_theme
CMP_01265,CUST_9034,Social Media,Home Loans,2025-12-25T00:00:00,Account got locked without explanation,Account_Access
CMP_01266,CUST_9941,Chat,Digital Banking,2025-12-16T00:00:00,Monthly fee was deducted without notice,Fees_Charges
CMP_01267,CUST_3374,Chat,Digital Banking,2025-07-08T00:00:00,Duplicate transaction detected,Transaction_Issue
CMP_01268,CUST_1570,Social Media,Retail Banking,2025-12-20T00:00:00,Customer support took too long to respond,Service_Delay
CMP_01269,CUST_7302,Chat,Home Loans,2025-12-17T00:00:00,Duplicate transaction detected,Transaction_Issue
CMP_01270,CUST_8248,Chat,Retail Banking,2025-07-21T00:00:00,Why are there so many hidden charges?,Fees_Charges
CMP_01271,CUST_2478,Email,Home Loans,2025-04-18T00:00:00,Issue still not resolved after multiple follow ups,Service_Delay
CMP_01272,CUST_6196,Social Media,Digital Banking,2025-01-18T00:00:00,Transfer took too long to complete,Transaction_Issue
CMP_01273,CUST_9055,Chat,Digital Banking,2025-06-20T00:00:00,Customer support took too long to respond,Service_Delay
CMP_01274,CUST_3627,Social Media,Home Loans,2025-09-17T00:00:00,Mobile app keeps crashing,Mobile_App
CMP_01275,CUST_7895,Social Media,Home Loans,2025-08-21T00:00:00,Monthly fee was deducted without notice,Fees_Charges
CMP_01276,CUST_4010,Social Media,Digital Banking,2025-11-25T00:00:00,Charged unexpected fees on my account,Fees_Charges
CMP_01277,CUST_7564,Email,Home Loans,2025-06-10T00:00:00,Transaction failed but amount was debited,Transaction_Issue
CMP_01278,CUST_2815,Email,Cards,2025-09-22T00:00:00,Account got locked without explanation,Account_Access
CMP_01279,CUST_6233,Chat,Digital Banking,2025-03-10T00:00:00,Transfer took too long to complete,Transaction_Issue
CMP_01280,CUST_6367,Chat,Cards,2025-02-13T00:00:00,Waiting days for a resolution,Service_Delay
CMP_01281,CUST_3980,Chat,Digital Banking,2025-10-20T00:00:00,App is very slow after latest update,Mobile_App
CMP_01282,CUST_1376,Social Media,Cards,2025-02-15T00:00:00,Transaction failed but amount was debited,Transaction_Issue
CMP_01283,CUST_5289,Social Media,Cards,2025-01-26T00:00:00,Unable to login to banking app,Mobile_App
CMP_01284,CUST_5262,Email,Retail Banking,2025-07-08T00:00:00,Features missing in mobile app,Mobile_App
CMP_01285,CUST_1231,Social Media,Digital Banking,2025-08-21T00:00:00,Transaction failed but amount was debited,Transaction_Issue
CMP_01286,CUST_4677,Social Media,Cards,2025-04-08T00:00:00,Mobile app keeps crashing,Mobile_App
CMP_01287,CUST_9096,Chat,Cards,2025-08-09T00:00:00,Issue still not resolved after multiple follow ups,Service_Delay
CMP_01288,CUST_5636,Social Media,Cards,2025-08-03T00:00:00,Payment stuck in pending state,Transaction_Issue
CMP_01289,CUST_3391,Email,Home Loans,2025-05-15T00:00:00,Transfer took too long to complete,Transaction_Issue
CMP_01290,CUST_5068,Chat,Digital Banking,2025-02-13T00:00:00,Transfer took too long to complete,Transaction_Issue
CMP_01291,CUST_3182,Chat,Digital Banking,2025-12-18T00:00:00,Overdraft fees are too high,Fees_Charges
CMP_01292,CUST_7935,Social Media,Home Loans,2025-02-07T00:00:00,Transfer took too long to complete,Transaction_Issue
CMP_01293,CUST_1853,Chat,Cards,2025-08-30T00:00:00,Charged unexpected fees on my account,Fees_Charges
CMP_01294,CUST_1087,Chat,Digital Banking,2025-06-04T00:00:00,Customer support took too long to respond,Service_Delay
CMP_01295,CUST_3166,Social Media,Retail Banking,2025-10-25T00:00:00,App is very slow after latest update,Mobile_App
CMP_01296,CUST_3783,Social Media,Digital Banking,2025-06-23T00:00:00,Duplicate transaction detected,Transaction_Issue
CMP_01297,CUST_2468,Chat,Digital Banking,2025-03-14T00:00:00,Unable to login to banking app,Mobile_App
CMP_01298,CUST_6132,Email,Cards,2025-09-13T00:00:00,Customer support took too long to respond,Service_Delay
CMP_01299,CUST_8046,Chat,Home Loans,2025-11-10T00:00:00,Issue still not resolved after multiple follow ups,Service_Delay
CMP_01300,CUST_8139,Email,Home Loans,2025-09-09T00:00:00,Issue still not resolved after multiple follow ups,Service_Delay
CMP_01301,CUST_1871,Email,Cards,2025-01-28T00:00:00,Transfer took too long to complete,Transaction_Issue
CMP_01302,CUST_1587,Chat,Home Loans,2025-03-25T00:00:00,Payment stuck in pending state,Transaction_Issue
CMP_01303,CUST_2900,Chat,Retail Banking,2025-08-15T00:00:00,Features missing in mobile app,Mobile_App
CMP_01304,CUST_8499,Chat,Retail Banking,2025-03-17T00:00:00,Service turnaround time is poor,Service_Delay
CMP_01305,CUST_2533,Email,Home Loans,2025-04-03T00:00:00,Monthly fee was deducted without notice,Fees_Charges
CMP_01306,CUST_4479,Social Media,Retail Banking,2025-09-27T00:00:00,Duplicate transaction detected,Transaction_Issue
CMP_01307,CUST_7822,Email,Cards,2025-09-13T00:00:00,Unable to reset password,Account_Access
CMP_01308,CUST_1425,Chat,Retail Banking,2025-07-21T00:00:00,Monthly fee was deducted without notice,Fees_Charges
CMP_01309,CUST_6300,Email,Retail Banking,2025-02-11T00:00:00,Customer support took too long to respond,Service_Delay
CMP_01310,CUST_8439,Social Media,Home Loans,2025-11-01T00:00:00,Features missing in mobile app,Mobile_App
CMP_01311,CUST_1718,Social Media,Digital Banking,2025-06-16T00:00:00,Monthly fee was deducted without notice,Fees_Charges
CMP_01312,CUST_4463,Email,Home Loans,2025-06-15T00:00:00,Unable to reset password,Account_Access
CMP_01313,CUST_9964,Social Media,Digital Banking,2025-02-17T00:00:00,Charged unexpected fees on my account,Fees_Charges
CMP_01314,CUST_3916,Email,Digital Banking,2025-02-15T00:00:00,App is very slow after latest update,Mobile_App
CMP_01315,CUST_3669,Chat,Digital Banking,2025-05-26T00:00:00,Why are there so many hidden charges?,Fees_Charges
CMP_01316,CUST_5891,Chat,Digital Banking,2025-06-08T00:00:00,Transaction failed but amount was debited,Transaction_Issue
CMP_01317,CUST_6882,Social Media,Retail Banking,2025-07-08T00:00:00,Unable to reset password,Account_Access
CMP_01318,CUST_9021,Chat,Digital Banking,2025-09-01T00:00:00,Unable to reset password,Account_Access
CMP_01319,CUST_2478,Chat,Home Loans,2025-11-11T00:00:00,Service turnaround time is poor,Service_Delay
CMP_01320,CUST_7979,Email,Retail Banking,2025-09-20T00:00:00,Transfer took too long to complete,Transaction_Issue
CMP_01321,CUST_4673,Social Media,Cards,2025-09-11T00:00:00,Service turnaround time is poor,Service_Delay
CMP_01322,CUST_5762,Chat,Digital Banking,2025-02-10T00:00:00,Account got locked without explanation,Account_Access
CMP_01323,CUST_3434,Email,Home Loans,2025-05-08T00:00:00,App is very slow after latest update,Mobile_App
CMP_01324,CUST_5841,Social Media,Retail Banking,2025-10-10T00:00:00,2FA not working properly,Account_Access
CMP_01325,CUST_9411,Email,Digital Banking,2025-07-31T00:00:00,Charged unexpected fees on my account,Fees_Charges
CMP_01326,CUST_5151,Chat,Home Loans,2025-10-27T00:00:00,Overdraft fees are too high,Fees_Charges
CMP_01327,CUST_2866,Social Media,Digital Banking,2025-04-02T00:00:00,Charged unexpected fees on my account,Fees_Charges
CMP_01328,CUST_1741,Email,Digital Banking,2025-12-27T00:00:00,Transfer took too long to complete,Transaction_Issue
CMP_01329,CUST_8454,Social Media,Digital Banking,2025-11-16T00:00:00,Issue still not resolved after multiple follow ups,Service_Delay
CMP_01330,CUST_4066,Email,Cards,2025-02-10T00:00:00,Issue still not resolved after multiple follow ups,Service_Delay
CMP_01331,CUST_2742,Chat,Retail Banking,2025-01-03T00:00:00,Login issues despite correct credentials,Account_Access
CMP_01332,CUST_1217,Email,Digital Banking,2025-08-24T00:00:00,Mobile app keeps crashing,Mobile_App
CMP_01333,CUST_5961,Social Media,Home Loans,2025-12-20T00:00:00,Features missing in mobile app,Mobile_App
CMP_01334,CUST_2435,Email,Cards,2025-01-08T00:00:00,App is very slow after latest update,Mobile_App
CMP_01335,CUST_1260,Social Media,Cards,2025-01-14T00:00:00,Transaction failed but amount was debited,Transaction_Issue
CMP_01336,CUST_3378,Social Media,Cards,2025-08-12T00:00:00,Transfer took too long to complete,Transaction_Issue
CMP_01337,CUST_2410,Chat,Digital Banking,2025-03-17T00:00:00,Unable to reset password,Account_Access
CMP_01338,CUST_1357,Email,Cards,2025-03-20T00:00:00,Features missing in mobile app,Mobile_App
CMP_01339,CUST_8724,Email,Digital Banking,2025-10-27T00:00:00,Features missing in mobile app,Mobile_App
CMP_01340,CUST_5830,Social Media,Digital Banking,2025-01-27T00:00:00,Payment stuck in pending state,Transaction_Issue
CMP_01341,CUST_2682,Social Media,Digital Banking,2025-08-01T00:00:00,Customer support took too long to respond,Service_Delay
CMP_01342,CUST_1606,Chat,Digital Banking,2025-09-06T00:00:00,App is very slow after latest update,Mobile_App
CMP_01343,CUST_4799,Social Media,Retail Banking,2025-09-28T00:00:00,2FA not working properly,Account_Access
CMP_01344,CUST_6174,Social Media,Retail Banking,2025-05-18T00:00:00,Overdraft fees are too high,Fees_Charges
CMP_01345,CUST_2915,Chat,Home Loans,2025-08-18T00:00:00,Features missing in mobile app,Mobile_App
CMP_01346,CUST_3643,Chat,Cards,2025-08-29T00:00:00,Mobile app keeps crashing,Mobile_App
CMP_01347,CUST_4802,Social Media,Cards,2025-10-28T00:00:00,Service turnaround time is poor,Service_Delay
CMP_01348,CUST_3148,Chat,Digital Banking,2025-08-02T00:00:00,Service turnaround time is poor,Service_Delay
CMP_01349,CUST_3654,Social Media,Cards,2025-05-25T00:00:00,Service turnaround time is poor,Service_Delay
CMP_01350,CUST_3115,Email,Cards,2025-03-22T00:00:00,Overdraft fees are too high,Fees_Charges
CMP_01351,CUST_2653,Chat,Digital Banking,2025-06-05T00:00:00,2FA not working properly,Account_Access
CMP_01352,CUST_1770,Email,Home Loans,2025-05-14T00:00:00,Payment stuck in pending state,Transaction_Issue
CMP_01353,CUST_3862,Social Media,Retail Banking,2025-02-02T00:00:00,Waiting days for a resolution,Service_Delay
CMP_01354,CUST_2867,Social Media,Cards,2025-03-03T00:00:00,Service turnaround time is poor,Service_Delay
CMP_01355,CUST_8968,Chat,Home Loans,2025-07-01T00:00:00,Unable to reset password,Account_Access
CMP_01356,CUST_3476,Social Media,Retail Banking,2025-12-28T00:00:00,Monthly fee was deducted without notice,Fees_Charges
CMP_01357,CUST_8489,Email,Retail Banking,2025-11-09T00:00:00,Overdraft fees are too high,Fees_Charges
CMP_01358,CUST_1687,Social Media,Retail Banking,2025-03-27T00:00:00,Account got locked without explanation,Account_Access
CMP_01359,CUST_6925,Email,Home Loans,2025-12-29T00:00:00,Why are there so many hidden charges?,Fees_Charges
CMP_01360,CUST_2626,Email,Home Loans,2025-06-21T00:00:00,Features missing in mobile app,Mobile_App
CMP_01361,CUST_4307,Chat,Digital Banking,2025-01-04T00:00:00,Transaction failed but amount was debited,Transaction_Issue
CMP_01362,CUST_6592,Chat,Cards,2025-02-13T00:00:00,Transfer took too long to complete,Transaction_Issue
CMP_01363,CUST_7799,Chat,Cards,2025-03-19T00:00:00,Issue still not resolved after multiple follow ups,Service_Delay
CMP_01364,CUST_4738,Email,Digital Banking,2025-07-31T00:00:00,2FA not working properly,Account_Access
CMP_01365,CUST_9456,Social Media,Home Loans,2025-01-16T00:00:00,Features missing in mobile app,Mobile_App
CMP_01366,CUST_1162,Social Media,Retail Banking,2025-02-13T00:00:00,Unable to login to banking app,Mobile_App
CMP_01367,CUST_7580,Email,Digital Banking,2025-02-01T00:00:00,Issue still not resolved after multiple follow ups,Service_Delay
CMP_01368,CUST_3473,Social Media,Retail Banking,2025-11-20T00:00:00,Mobile app keeps crashing,Mobile_App
CMP_01369,CUST_7869,Chat,Home Loans,2025-06-10T00:00:00,Login issues despite correct credentials,Account_Access
CMP_01370,CUST_5583,Social Media,Cards,2025-12-25T00:00:00,Customer support took too long to respond,Service_Delay
CMP_01371,CUST_4360,Social Media,Digital Banking,2025-12-24T00:00:00,Features missing in mobile app,Mobile_App
CMP_01372,CUST_4232,Chat,Retail Banking,2025-01-19T00:00:00,Service turnaround time is poor,Service_Delay
CMP_01373,CUST_7389,Social Media,Cards,2025-09-24T00:00:00,Login issues despite correct credentials,Account_Access
CMP_01374,CUST_4501,Email,Home Loans,2025-09-24T00:00:00,Login issues despite correct credentials,Account_Access
CMP_01375,CUST_1383,Email,Home Loans,2025-05-04T00:00:00,Waiting days for a resolution,Service_Delay
CMP_01376,CUST_9278,Email,Retail Banking,2025-07-10T00:00:00,Service turnaround time is poor,Service_Delay
CMP_01377,CUST_3028,Email,Retail Banking,2025-08-18T00:00:00,Issue still not resolved after multiple follow ups,Service_Delay
CMP_01378,CUST_8424,Chat,Cards,2025-10-25T00:00:00,Customer support took too long to respond,Service_Delay
CMP_01379,CUST_6739,Chat,Home Loans,2025-12-08T00:00:00,Unable to reset password,Account_Access
CMP_01380,CUST_7187,Social Media,Cards,2025-02-23T00:00:00,Unable to reset password,Account_Access
CMP_01381,CUST_6919,Chat,Retail Banking,2025-03-17T00:00:00,Waiting days for a resolution,Service_Delay
CMP_01382,CUST_2342,Email,Retail Banking,2025-08-06T00:00:00,Features missing in mobile app,Mobile_App
CMP_01383,CUST_4519,Chat,Retail Banking,2025-07-09T00:00:00,Transfer took too long to complete,Transaction_Issue
CMP_01384,CUST_9502,Chat,Home Loans,2025-10-27T00:00:00,2FA not working properly,Account_Access
CMP_01385,CUST_8210,Social Media,Digital Banking,2025-08-02T00:00:00,Features missing in mobile app,Mobile_App
CMP_01386,CUST_9286,Email,Digital Banking,2025-12-31T00:00:00,Payment stuck in pending state,Transaction_Issue
CMP_01387,CUST_9408,Social Media,Retail Banking,2025-12-22T00:00:00,Unable to login to banking app,Mobile_App
CMP_01388,CUST_8755,Email,Cards,2025-10-14T00:00:00,Transfer took too long to complete,Transaction_Issue
CMP_01389,CUST_7694,Email,Retail Banking,2025-07-09T00:00:00,Customer support took too long to respond,Service_Delay
CMP_01390,CUST_1659,Social Media,Cards,2025-03-02T00:00:00,Login issues despite correct credentials,Account_Access
CMP_01391,CUST_7135,Chat,Home Loans,2025-09-06T00:00:00,Issue still not resolved after multiple follow ups,Service_Delay
CMP_01392,CUST_3328,Social Media,Digital Banking,2025-01-25T00:00:00,Why are there so many hidden charges?,Fees_Charges
CMP_01393,CUST_4532,Email,Digital Banking,2025-01-02T00:00:00,Issue still not resolved after multiple follow ups,Service_Delay
CMP_01394,CUST_2106,Email,Digital Banking,2025-09-04T00:00:00,Monthly fee was deducted without notice,Fees_Charges
CMP_01395,CUST_8411,Chat,Digital Banking,2025-09-01T00:00:00,Login issues despite correct credentials,Account_Access
CMP_01396,CUST_3269,Social Media,Digital Banking,2025-08-19T00:00:00,Unable to reset password,Account_Access
CMP_01397,CUST_6328,Email,Digital Banking,2025-07-18T00:00:00,Unable to login to banking app,Mobile_App
CMP_01398,CUST_6554,Social Media,Retail Banking,2025-12-10T00:00:00,Transfer took too long to complete,Transaction_Issue
CMP_01399,CUST_2450,Email,Retail Banking,2025-10-20T00:00:00,App is very slow after latest update,Mobile_App
CMP_01400,CUST_2395,Email,Retail Banking,2025-10-19T00:00:00,Customer support took too long to respond,Service_Delay
CMP_01401,CUST_8796,Social Media,Retail Banking,2025-03-03T00:00:00,Unable to reset password,Account_Access
CMP_01402,CUST_1310,Chat,Cards,2025-05-06T00:00:00,Unable to reset password,Account_Access
CMP_01403,CUST_2386,Social Media,Home Loans,2025-07-25T00:00:00,2FA not working properly,Account_Access
CMP_01404,CUST_9052,Email,Home Loans,2025-08-12T00:00:00,Account got locked without explanation,Account_Access
CMP_01405,CUST_1394,Social Media,Home Loans,2025-07-15T00:00:00,Transfer took too long to complete,Transaction_Issue
CMP_01406,CUST_2878,Email,Cards,2025-05-27T00:00:00,Customer support took too long to respond,Service_Delay
CMP_01407,CUST_5187,Email,Cards,2025-06-07T00:00:00,Payment stuck in pending state,Transaction_Issue
CMP_01408,CUST_1965,Social Media,Home Loans,2025-04-03T00:00:00,Unable to login to banking app,Mobile_App
CMP_01409,CUST_5882,Chat,Retail Banking,2025-06-13T00:00:00,Charged unexpected fees on my account,Fees_Charges
CMP_01410,CUST_6311,Chat,Digital Banking,2025-03-03T00:00:00,Transfer took too long to complete,Transaction_Issue
CMP_01411,CUST_4925,Social Media,Cards,2025-09-10T00:00:00,Why are there so many hidden charges?,Fees_Charges
CMP_01412,CUST_2885,Chat,Retail Banking,2025-06-12T00:00:00,2FA not working properly,Account_Access
CMP_01413,CUST_2072,Chat,Retail Banking,2025-07-28T00:00:00,Features missing in mobile app,Mobile_App
CMP_01414,CUST_5409,Social Media,Retail Banking,2025-05-07T00:00:00,Transaction failed but amount was debited,Transaction_Issue
CMP_01415,CUST_5990,Social Media,Digital Banking,2025-08-17T00:00:00,Unable to reset password,Account_Access
CMP_01416,CUST_3332,Chat,Cards,2025-05-06T00:00:00,Why are there so many hidden charges?,Fees_Charges
CMP_01417,CUST_8401,Email,Retail Banking,2025-08-26T00:00:00,2FA not working properly,Account_Access
CMP_01418,CUST_3742,Email,Retail Banking,2025-09-04T00:00:00,Login issues despite correct credentials,Account_Access
CMP_01419,CUST_7228,Chat,Cards,2025-10-27T00:00:00,Issue still not resolved after multiple follow ups,Service_Delay
CMP_01420,CUST_1745,Email,Retail Banking,2025-06-03T00:00:00,Login issues despite correct credentials,Account_Access
CMP_01421,CUST_3014,Email,Home Loans,2025-08-10T00:00:00,Overdraft fees are too high,Fees_Charges
CMP_01422,CUST_6613,Social Media,Home Loans,2025-12-29T00:00:00,Duplicate transaction detected,Transaction_Issue
CMP_01423,CUST_5029,Social Media,Home Loans,2025-06-24T00:00:00,App is very slow after latest update,Mobile_App
CMP_01424,CUST_6381,Email,Cards,2025-11-27T00:00:00,Transfer took too long to complete,Transaction_Issue
CMP_01425,CUST_1070,Email,Cards,2025-07-31T00:00:00,Overdraft fees are too high,Fees_Charges
CMP_01426,CUST_7435,Social Media,Retail Banking,2025-11-29T00:00:00,2FA not working properly,Account_Access
CMP_01427,CUST_8293,Social Media,Retail Banking,2025-06-30T00:00:00,Charged unexpected fees on my account,Fees_Charges
CMP_01428,CUST_7336,Email,Retail Banking,2025-03-05T00:00:00,App is very slow after latest update,Mobile_App
CMP_01429,CUST_4161,Chat,Retail Banking,2025-04-24T00:00:00,App is very slow after latest update,Mobile_App
CMP_01430,CUST_6862,Email,Retail Banking,2025-11-11T00:00:00,Monthly fee was deducted without notice,Fees_Charges
CMP_01431,CUST_4838,Chat,Home Loans,2025-01-19T00:00:00,Waiting days for a resolution,Service_Delay
CMP_01432,CUST_4425,Email,Cards,2025-11-23T00:00:00,Service turnaround time is poor,Service_Delay
CMP_01433,CUST_5544,Social Media,Digital Banking,2025-03-29T00:00:00,Mobile app keeps crashing,Mobile_App
CMP_01434,CUST_3875,Email,Cards,2025-02-03T00:00:00,Unable to reset password,Account_Access
CMP_01435,CUST_4734,Social Media,Home Loans,2025-04-09T00:00:00,Duplicate transaction detected,Transaction_Issue
CMP_01436,CUST_8437,Email,Digital Banking,2025-11-25T00:00:00,Monthly fee was deducted without notice,Fees_Charges
CMP_01437,CUST_8086,Chat,Home Loans,2025-03-04T00:00:00,Monthly fee was deducted without notice,Fees_Charges
CMP_01438,CUST_9119,Chat,Retail Banking,2025-04-25T00:00:00,2FA not working properly,Account_Access
CMP_01439,CUST_7882,Social Media,Digital Banking,2025-06-11T00:00:00,Monthly fee was deducted without notice,Fees_Charges
CMP_01440,CUST_4188,Chat,Retail Banking,2025-10-20T00:00:00,Overdraft fees are too high,Fees_Charges
CMP_01441,CUST_7943,Email,Cards,2025-04-11T00:00:00,Why are there so many hidden charges?,Fees_Charges
CMP_01442,CUST_6092,Email,Retail Banking,2025-01-15T00:00:00,Duplicate transaction detected,Transaction_Issue
CMP_01443,CUST_1393,Social Media,Home Loans,2025-05-09T00:00:00,Features missing in mobile app,Mobile_App
CMP_01444,CUST_8759,Email,Home Loans,2025-01-28T00:00:00,Transaction failed but amount was debited,Transaction_Issue
CMP_01445,CUST_2194,Social Media,Digital Banking,2025-02-18T00:00:00,Waiting days for a resolution,Service_Delay
CMP_01446,CUST_2401,Email,Retail Banking,2025-07-13T00:00:00,Mobile app keeps crashing,Mobile_App
CMP_01447,CUST_3089,Email,Digital Banking,2025-01-29T00:00:00,Customer support took too long to respond,Service_Delay
CMP_01448,CUST_2077,Email,Retail Banking,2025-10-14T00:00:00,Service turnaround time is poor,Service_Delay
CMP_01449,CUST_7249,Chat,Retail Banking,2025-11-13T00:00:00,Monthly fee was deducted without notice,Fees_Charges
CMP_01450,CUST_1173,Chat,Digital Banking,2025-08-26T00:00:00,Unable to login to banking app,Mobile_App
CMP_01451,CUST_6564,Social Media,Retail Banking,2025-08-21T00:00:00,Mobile app keeps crashing,Mobile_App
CMP_01452,CUST_4153,Email,Retail Banking,2025-01-07T00:00:00,Login issues despite correct credentials,Account_Access
CMP_01453,CUST_4172,Social Media,Cards,2025-11-23T00:00:00,Account got locked without explanation,Account_Access
CMP_01454,CUST_6822,Chat,Digital Banking,2025-11-14T00:00:00,Login issues despite correct credentials,Account_Access
CMP_01455,CUST_4983,Email,Retail Banking,2025-01-31T00:00:00,Unable to login to banking app,Mobile_App
CMP_01456,CUST_8140,Social Media,Home Loans,2025-06-09T00:00:00,Duplicate transaction detected,Transaction_Issue
CMP_01457,CUST_3415,Chat,Home Loans,2025-11-05T00:00:00,Unable to reset password,Account_Access
CMP_01458,CUST_7042,Email,Cards,2025-01-30T00:00:00,Issue still not resolved after multiple follow ups,Service_Delay
CMP_01459,CUST_7915,Chat,Cards,2025-04-13T00:00:00,Transaction failed but amount was debited,Transaction_Issue
CMP_01460,CUST_6595,Email,Digital Banking,2025-12-22T00:00:00,Transaction failed but amount was debited,Transaction_Issue
CMP_01461,CUST_6499,Social Media,Home Loans,2025-08-03T00:00:00,App is very slow after latest update,Mobile_App
CMP_01462,CUST_2717,Chat,Retail Banking,2025-09-11T00:00:00,Waiting days for a resolution,Service_Delay
CMP_01463,CUST_4654,Social Media,Cards,2025-08-27T00:00:00,Transaction failed but amount was debited,Transaction_Issue
CMP_01464,CUST_4916,Chat,Home Loans,2025-07-12T00:00:00,Unable to reset password,Account_Access
CMP_01465,CUST_4018,Email,Home Loans,2025-01-06T00:00:00,Transfer took too long to complete,Transaction_Issue
CMP_01466,CUST_1491,Social Media,Retail Banking,2025-03-14T00:00:00,Monthly fee was deducted without notice,Fees_Charges
CMP_01467,CUST_4185,Social Media,Home Loans,2025-01-23T00:00:00,Service turnaround time is poor,Service_Delay
CMP_01468,CUST_4241,Chat,Cards,2025-04-23T00:00:00,Why are there so many hidden charges?,Fees_Charges
CMP_01469,CUST_6567,Social Media,Cards,2025-04-02T00:00:00,Waiting days for a resolution,Service_Delay
CMP_01470,CUST_3884,Chat,Retail Banking,2025-01-11T00:00:00,Transaction failed but amount was debited,Transaction_Issue
CMP_01471,CUST_2818,Chat,Cards,2025-06-06T00:00:00,Transfer took too long to complete,Transaction_Issue
CMP_01472,CUST_7056,Chat,Cards,2025-09-27T00:00:00,Unable to login to banking app,Mobile_App
CMP_01473,CUST_2071,Email,Cards,2025-03-08T00:00:00,2FA not working properly,Account_Access
CMP_01474,CUST_9725,Chat,Home Loans,2025-06-12T00:00:00,Payment stuck in pending state,Transaction_Issue
CMP_01475,CUST_5006,Email,Cards,2025-10-02T00:00:00,2FA not working properly,Account_Access
CMP_01476,CUST_6368,Email,Retail Banking,2025-11-19T00:00:00,Waiting days for a resolution,Service_Delay
CMP_01477,CUST_9327,Social Media,Digital Banking,2025-04-18T00:00:00,Waiting days for a resolution,Service_Delay
CMP_01478,CUST_2062,Email,Digital Banking,2025-11-27T00:00:00,Overdraft fees are too high,Fees_Charges
CMP_01479,CUST_9168,Social Media,Digital Banking,2025-04-02T00:00:00,Login issues despite correct credentials,Account_Access
CMP_01480,CUST_9609,Social Media,Digital Banking,2025-09-11T00:00:00,Issue still not resolved after multiple follow ups,Service_Delay
CMP_01481,CUST_7569,Social Media,Retail Banking,2025-04-17T00:00:00,App is very slow after latest update,Mobile_App
CMP_01482,CUST_8406,Email,Digital Banking,2025-04-22T00:00:00,Payment stuck in pending state,Transaction_Issue
CMP_01483,CUST_7178,Social Media,Cards,2025-07-11T00:00:00,Service turnaround time is poor,Service_Delay
CMP_01484,CUST_3200,Email,Home Loans,2025-08-16T00:00:00,Customer support took too long to respond,Service_Delay
CMP_01485,CUST_4771,Social Media,Retail Banking,2025-08-27T00:00:00,Login issues despite correct credentials,Account_Access
CMP_01486,CUST_7981,Chat,Digital Banking,2025-08-10T00:00:00,Login issues despite correct credentials,Account_Access
CMP_01487,CUST_9151,Chat,Home Loans,2025-07-15T00:00:00,App is very slow after latest update,Mobile_App
CMP_01488,CUST_8236,Email,Home Loans,2025-11-27T00:00:00,Why are there so many hidden charges?,Fees_Charges
CMP_01489,CUST_2350,Chat,Retail Banking,2025-05-22T00:00:00,Monthly fee was deducted without notice,Fees_Charges
CMP_01490,CUST_2942,Email,Home Loans,2025-01-20T00:00:00,Transaction failed but amount was debited,Transaction_Issue
CMP_01491,CUST_6468,Email,Home Loans,2025-05-09T00:00:00,Unable to reset password,Account_Access
CMP_01492,CUST_4123,Social Media,Cards,2025-10-06T00:00:00,Issue still not resolved after multiple follow ups,Service_Delay
CMP_01493,CUST_5906,Chat,Home Loans,2025-07-26T00:00:00,Customer support took too long to respond,Service_Delay
CMP_01494,CUST_8733,Social Media,Cards,2025-07-23T00:00:00,Mobile app keeps crashing,Mobile_App
CMP_01495,CUST_4438,Chat,Cards,2025-09-22T00:00:00,Payment stuck in pending state,Transaction_Issue
CMP_01496,CUST_8559,Chat,Retail Banking,2025-06-10T00:00:00,2FA not working properly,Account_Access
CMP_01497,CUST_7843,Email,Digital Banking,2025-08-19T00:00:00,Transfer took too long to complete,Transaction_Issue
CMP_01498,CUST_7139,Email,Cards,2025-06-06T00:00:00,Account got locked without explanation,Account_Access
CMP_01499,CUST_6810,Chat,Cards,2025-08-03T00:00:00,Overdraft fees are too high,Fees_Charges
CMP_01500,CUST_9808,Chat,Home Loans,2025-10-28T00:00:00,Features missing in mobile app,Mobile_App
CMP_01501,CUST_3279,Email,Home Loans,2025-10-18T00:00:00,Charged unexpected fees on my account,Fees_Charges
CMP_01502,CUST_7247,Email,Digital Banking,2025-02-02T00:00:00,2FA not working properly,Account_Access
CMP_01503,CUST_4085,Chat,Retail Banking,2025-06-18T00:00:00,2FA not working properly,Account_Access
CMP_01504,CUST_5991,Email,Cards,2025-02-23T00:00:00,2FA not working properly,Account_Access
CMP_01505,CUST_1525,Social Media,Digital Banking,2025-01-14T00:00:00,Unable to reset password,Account_Access
CMP_01506,CUST_2138,Chat,Home Loans,2025-04-16T00:00:00,Payment stuck in pending state,Transaction_Issue
CMP_01507,CUST_9591,Email,Digital Banking,2025-01-30T00:00:00,Duplicate transaction detected,Transaction_Issue
CMP_01508,CUST_3815,Chat,Digital Banking,2025-07-20T00:00:00,Customer support took too long to respond,Service_Delay
CMP_01509,CUST_3115,Social Media,Digital Banking,2025-09-02T00:00:00,Transaction failed but amount was debited,Transaction_Issue
CMP_01510,CUST_4382,Email,Cards,2025-06-08T00:00:00,Overdraft fees are too high,Fees_Charges
CMP_01511,CUST_3601,Social Media,Home Loans,2025-10-28T00:00:00,Features missing in mobile app,Mobile_App
CMP_01512,CUST_5512,Email,Retail Banking,2025-03-15T00:00:00,Transfer took too long to complete,Transaction_Issue
CMP_01513,CUST_7541,Social Media,Cards,2025-09-27T00:00:00,Mobile app keeps crashing,Mobile_App
CMP_01514,CUST_8539,Chat,Retail Banking,2025-02-16T00:00:00,Service turnaround time is poor,Service_Delay
